0.361,0.0,0.663,0.0,0.0,0.0,0.453,0.0,0.058,0.0,0.0,0.374,0.563,0.0,0.0,0.629,0.621,0.0,0.453,0.295,0.0,0.0,0.252,0.451,0.363,0.723,0.133,0.184,0.851,0.206,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199,0.0,0.18,0.0,0.082,0.196,0.0,0.627,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.437,0.0,0.429,0.237,0.341,0.0,0.0,0.606,0.0,0.289,0.816,0.0,0.453,0.483,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.00,0.0,0.899
0.368,0.0,0.222,0.0,0.0,0.0,0.198,0.0,0.058,0.0,0.0,0.335,0.47,0.0,0.0,0.133,0.206,0.0,0.198,0.287,0.0,0.0,0.378,0.621,0.37,0.698,0.629,0.251,0.855,0.17,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.0,0.663,0.0,0.118,0.196,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.438,0.0,0.425,0.253,0.335,0.0,0.0,0.567,0.0,0.296,0.843,0.0,0.198,0.422,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.00,0.0,0.869
0.333,0.0,0.224,0.0,0.0,0.0,0.239,0.0,0.059,0.0,0.0,0.367,0.468,0.0,0.0,0.133,0.621,0.0,0.239,0.274,0.0,0.0,0.439,0.465,0.377,0.722,0.133,0.274,0.788,0.208,0.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.0,0.222,0.0,0.943,0.195,0.0,0.639,0.0,0.0,0.0,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.442,0.0,0.437,0.242,0.33,0.0,0.0,0.62,0.0,0.298,0.797,0.0,0.239,0.456,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.00,0.0,0.874
0.338,0.0,0.29,0.0,0.0,0.0,0.231,0.0,0.091,0.0,0.0,0.363,0.467,0.0,0.0,0.645,0.207,0.0,0.231,0.356,0.0,0.0,0.434,0.576,0.374,0.607,0.133,0.252,0.827,0.171,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.509,0.0,0.079,0.196,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434,0.0,0.467,0.234,0.334,0.0,0.0,0.591,0.0,0.298,0.638,0.0,0.231,0.451,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.00,0.0,0.846
0.545,0.0,0.528,0.531,0.0,0.0,0.554,0.0,0.561,0.0,0.0,0.545,0.638,0.0,0.0,0.547,0.525,0.0,0.554,0.525,0.0,0.0,0.576,0.552,0.545,0.55,0.537,0.543,0.517,0.576,0.569,0.0,0.0,0.579,0.0,0.0,0.0,0.0,0.351,0.0,0.539,0.0,0.528,0.0,0.548,0.564,0.0,0.543,0.0,0.546,0.533,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.551,0.532,0.0,0.559,0.547,0.0,0.0,0.526,0.519,0.553,0.0,0.525,0.554,0.576,0.0,0.0,0.529,0.0,0.771,0.55,0.757,0.0,0.0,0.55,0.544,0.0,0.0,0.00,0.554,0.545
0.548,0.0,0.544,0.55,0.0,0.0,0.554,0.0,0.564,0.0,0.0,0.546,0.688,0.0,0.0,0.545,0.546,0.0,0.554,0.537,0.0,0.0,0.546,0.566,0.546,0.534,0.569,0.54,0.56,0.562,0.553,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.544,0.0,0.517,0.571,0.0,0.544,0.0,0.544,0.553,0.0,0.0,0.549,0.0,0.0,0.0,0.0,0.578,0.533,0.0,0.561,0.544,0.0,0.0,0.524,0.0,0.549,0.0,0.548,0.554,0.562,0.0,0.0,0.535,0.0,0.704,0.74,0.61,0.0,0.0,0.74,0.544,0.0,0.0,0.00,0.574,0.507
0.543,0.0,0.538,0.531,0.0,0.0,0.567,0.0,0.562,0.0,0.0,0.545,0.655,0.0,0.0,0.537,0.553,0.0,0.567,0.536,0.0,0.0,0.517,0.54,0.546,0.546,0.681,0.535,0.573,0.547,0.548,0.0,0.0,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.526,0.0,0.538,0.0,0.559,0.543,0.0,0.547,0.0,0.544,0.411,0.0,0.0,0.546,0.0,0.0,0.0,0.0,0.581,0.54,0.0,0.563,0.547,0.0,0.0,0.522,0.0,0.546,0.0,0.559,0.567,0.547,0.0,0.0,0.535,0.0,0.551,0.682,0.719,0.0,0.0,0.682,0.539,0.0,0.0,0.00,0.701,0.296
0.545,0.0,0.524,0.73,0.0,0.0,0.568,0.0,0.563,0.0,0.0,0.546,0.63,0.0,0.0,0.515,0.605,0.0,0.568,0.504,0.0,0.0,0.591,0.529,0.545,0.207,0.537,0.54,0.595,0.565,0.547,0.0,0.0,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.529,0.0,0.524,0.0,0.697,0.726,0.0,0.546,0.0,0.545,0.359,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.57,0.543,0.0,0.553,0.546,0.0,0.0,0.554,0.0,0.553,0.0,0.349,0.568,0.576,0.0,0.0,0.682,0.0,0.783,0.545,0.723,0.0,0.0,0.545,0.538,0.0,0.0,0.00,0.547,0.718
0.547,0.0,0.553,0.543,0.0,0.0,0.722,0.0,0.566,0.0,0.0,0.548,0.672,0.0,0.0,0.67,0.621,0.0,0.722,0.562,0.0,0.0,0.555,0.581,0.548,0.0,0.57,0.536,0.558,0.576,0.556,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.0,0.553,0.0,0.531,0.85,0.0,0.543,0.0,0.548,0.405,0.0,0.0,0.549,0.0,0.0,0.0,0.0,0.569,0.53,0.0,0.566,0.549,0.0,0.0,0.535,0.0,0.549,0.0,0.538,0.722,0.542,0.0,0.0,0.579,0.0,0.565,0.621,0.719,0.0,0.0,0.621,0.551,0.0,0.0,0.00,0.611,0.634
0.887,0.0,0.847,0.907,0.0,0.0,0.924,0.0,0.891,0.909,0.0,0.883,0.6,0.0,0.0,0.386,0.832,0.0,0.924,0.843,0.0,0.0,0.519,0.832,0.883,0.835,0.4,0.773,0.9,0.346,0.369,0.0,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.867,0.0,0.708,0.0,0.876,0.909,0.253,0.456,0.0,0.518,0.696,0.0,0.0,0.551,0.0,0.0,0.0,0.0,0.485,0.253,0.0,0.43,0.908,0.0,0.0,0.884,0.503,0.551,0.0,0.63,0.924,0.346,0.0,0.0,0.831,0.0,0.754,0.387,0.619,0.0,0.0,0.387,0.197,0.0,0.333,0.00,0.546,0.807
0.903,0.0,0.628,0.517,0.0,0.0,0.417,0.0,0.878,0.881,0.0,0.883,0.715,0.0,0.0,0.4,0.752,0.0,0.417,0.672,0.0,0.0,0.684,0.475,0.883,0.552,0.386,0.815,0.891,0.906,0.386,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.0,0.867,0.0,0.508,0.881,0.368,0.413,0.0,0.518,0.522,0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.465,0.368,0.0,0.405,0.889,0.0,0.0,0.878,0.0,0.835,0.0,0.573,0.417,0.906,0.0,0.0,0.846,0.0,0.615,0.356,0.619,0.0,0.0,0.356,0.19,0.0,0.0,0.00,0.832,0.853
0.876,0.0,0.708,0.827,0.0,0.0,0.53,0.0,0.878,0.879,0.0,0.885,0.713,0.0,0.0,0.356,0.843,0.0,0.53,0.509,0.0,0.0,0.496,0.5,0.885,0.504,0.371,0.82,0.746,0.821,0.4,0.0,0.0,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.815,0.0,0.901,0.0,0.528,0.878,0.416,0.394,0.0,0.52,0.52,0.0,0.0,0.482,0.0,0.0,0.0,0.0,0.215,0.416,0.0,0.398,0.894,0.0,0.0,0.881,0.0,0.477,0.0,0.675,0.53,0.821,0.0,0.0,0.848,0.0,0.752,0.32,0.615,0.0,0.0,0.32,0.193,0.0,0.0,0.00,0.474,0.907
0.888,0.0,0.503,0.863,0.0,0.0,0.905,0.0,0.89,0.877,0.0,0.886,0.716,0.0,0.0,0.37,0.628,0.0,0.905,0.392,0.0,0.0,0.674,0.463,0.897,0.494,0.377,0.811,0.867,0.916,0.406,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.665,0.0,0.854,0.877,0.413,0.43,0.0,0.508,0.542,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.443,0.413,0.0,0.477,0.908,0.0,0.0,0.882,0.0,0.507,0.0,0.547,0.905,0.916,0.0,0.0,0.855,0.0,0.616,0.222,0.615,0.0,0.0,0.222,0.199,0.0,0.0,0.00,0.505,0.842
0.885,0.0,0.665,0.846,0.0,0.0,0.879,0.0,0.886,0.874,0.0,0.897,0.5,0.0,0.0,0.417,0.613,0.0,0.879,0.443,0.0,0.0,0.523,0.503,0.903,0.688,0.358,0.832,0.838,0.906,0.364,0.0,0.0,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.351,0.0,0.834,0.0,0.467,0.875,0.385,0.405,0.0,0.565,0.54,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.482,0.385,0.0,0.501,0.912,0.0,0.0,0.885,0.0,0.501,0.0,0.583,0.879,0.906,0.0,0.0,0.886,0.0,0.754,0.195,0.616,0.0,0.0,0.195,0.198,0.0,0.0,0.00,0.329,0.352
0.96,0.0,0.913,0.913,0.814,0.0,0.956,0.0,0.945,0.916,0.0,0.962,0.958,0.0,0.0,0.963,0.938,0.937,0.956,0.918,0.0,0.0,0.925,0.955,0.962,0.931,0.961,0.957,0.943,0.952,0.964,0.0,0.0,0.68,0.0,0.0,0.0,0.951,0.0,0.0,0.951,0.0,0.912,0.0,0.934,0.916,0.0,0.964,0.912,0.0,0.0,0.0,0.0,0.956,0.946,0.0,0.955,0.946,0.949,0.951,0.956,0.953,0.954,0.0,0.0,0.939,0.957,0.956,0.0,0.931,0.956,0.952,0.0,0.0,0.917,0.0,0.821,0.937,0.927,0.946,0.956,0.937,0.957,0.0,0.952,0.00,0.0,0.958
0.95,0.0,0.814,0.965,0.913,0.0,0.925,0.0,0.944,0.91,0.0,0.962,0.958,0.0,0.0,0.963,0.918,0.937,0.925,0.919,0.0,0.0,0.928,0.957,0.962,0.95,0.952,0.956,0.944,0.959,0.963,0.0,0.0,0.68,0.0,0.0,0.0,0.928,0.0,0.0,0.928,0.0,0.902,0.0,0.846,0.91,0.0,0.961,0.902,0.0,0.0,0.0,0.0,0.958,0.946,0.0,0.956,0.946,0.961,0.95,0.955,0.943,0.964,0.0,0.0,0.904,0.0,0.958,0.0,0.909,0.925,0.959,0.0,0.0,0.877,0.0,0.841,0.944,0.925,0.946,0.939,0.944,0.956,0.0,0.0,0.00,0.0,0.875
0.962,0.0,0.937,0.952,0.937,0.0,0.961,0.0,0.934,0.974,0.0,0.962,0.956,0.0,0.0,0.962,0.938,0.937,0.961,0.938,0.0,0.0,0.955,0.95,0.962,0.897,0.963,0.956,0.943,0.959,0.963,0.0,0.0,0.681,0.0,0.0,0.0,0.937,0.0,0.0,0.937,0.0,0.936,0.0,0.552,0.974,0.0,0.962,0.936,0.0,0.0,0.0,0.0,0.95,0.946,0.0,0.957,0.946,0.955,0.95,0.939,0.961,0.96,0.0,0.0,0.951,0.0,0.95,0.0,0.546,0.961,0.959,0.0,0.0,0.924,0.0,0.74,0.93,0.923,0.946,0.955,0.93,0.956,0.0,0.0,0.00,0.0,0.728
0.962,0.0,0.859,0.975,0.859,0.0,0.953,0.0,0.943,0.93,0.0,0.962,0.959,0.0,0.0,0.548,0.918,0.937,0.953,0.901,0.0,0.0,0.0,0.939,0.962,0.916,0.963,0.958,0.944,0.949,0.962,0.0,0.0,0.68,0.0,0.0,0.0,0.954,0.0,0.0,0.954,0.0,0.912,0.0,0.828,0.93,0.0,0.967,0.912,0.0,0.0,0.0,0.0,0.939,0.946,0.0,0.939,0.946,0.954,0.951,0.957,0.96,0.955,0.0,0.0,0.957,0.0,0.939,0.0,0.911,0.953,0.949,0.0,0.0,0.927,0.0,0.833,0.916,0.867,0.946,0.957,0.916,0.958,0.0,0.0,0.00,0.0,0.651
0.962,0.0,0.91,0.956,0.91,0.0,0.95,0.0,0.943,0.938,0.0,0.962,0.959,0.0,0.0,0.516,0.918,0.937,0.95,0.916,0.0,0.0,0.0,0.956,0.962,0.96,0.934,0.956,0.944,0.963,0.96,0.0,0.0,0.681,0.0,0.0,0.0,0.912,0.0,0.0,0.912,0.0,0.847,0.0,0.91,0.938,0.0,0.964,0.847,0.0,0.0,0.0,0.0,0.953,0.946,0.0,0.95,0.946,0.939,0.95,0.95,0.96,0.948,0.0,0.0,0.926,0.0,0.953,0.0,0.947,0.95,0.963,0.0,0.0,0.919,0.0,0.821,0.929,0.869,0.946,0.95,0.929,0.956,0.0,0.0,0.00,0.0,0.552
0.972,0.0,0.977,0.979,0.976,0.0,0.98,0.0,0.979,0.908,0.0,0.972,0.975,0.0,0.0,0.979,0.929,0.98,0.98,0.929,0.0,0.0,0.927,0.979,0.972,0.974,0.979,0.978,0.96,0.967,0.972,0.0,0.979,0.976,0.0,0.0,0.0,0.977,0.503,0.0,0.978,0.976,0.977,0.0,0.976,0.0,0.977,0.977,0.977,0.943,0.979,0.0,0.0,0.979,0.976,0.0,0.0,0.976,0.978,0.975,0.0,0.977,0.979,0.0,0.0,0.975,0.0,0.979,0.0,0.97,0.98,0.967,0.0,0.0,0.978,0.0,0.97,0.98,0.919,0.976,0.0,0.98,0.978,0.98,0.0,0.00,0.83,0.976
0.971,0.0,0.974,0.0,0.975,0.0,0.977,0.0,0.979,0.902,0.0,0.971,0.976,0.0,0.0,0.978,0.854,0.978,0.977,0.935,0.0,0.0,0.966,0.977,0.971,0.734,0.978,0.978,0.967,0.968,0.972,0.0,0.98,0.948,0.0,0.0,0.0,0.978,0.503,0.0,0.978,0.975,0.974,0.0,0.875,0.0,0.976,0.977,0.974,0.946,0.977,0.0,0.0,0.977,0.976,0.0,0.0,0.976,0.976,0.975,0.0,0.977,0.977,0.0,0.0,0.974,0.0,0.977,0.0,0.911,0.977,0.968,0.0,0.0,0.979,0.0,0.973,0.978,0.913,0.976,0.0,0.978,0.978,0.0,0.0,0.00,0.837,0.976
0.977,0.0,0.975,0.0,0.975,0.0,0.978,0.0,0.98,0.895,0.0,0.971,0.974,0.0,0.0,0.979,0.929,0.979,0.978,0.933,0.0,0.0,0.895,0.977,0.971,0.97,0.977,0.978,0.96,0.981,0.97,0.0,0.979,0.951,0.0,0.0,0.0,0.975,0.0,0.0,0.975,0.97,0.975,0.0,0.977,0.0,0.977,0.977,0.975,0.944,0.977,0.0,0.0,0.977,0.976,0.0,0.0,0.976,0.979,0.977,0.0,0.977,0.979,0.0,0.0,0.975,0.0,0.977,0.0,0.949,0.978,0.981,0.0,0.0,0.975,0.0,0.973,0.979,0.913,0.976,0.0,0.979,0.978,0.0,0.0,0.00,0.89,0.901
0.98,0.0,0.976,0.0,0.976,0.0,0.977,0.0,0.979,0.904,0.0,0.971,0.976,0.0,0.0,0.978,0.854,0.979,0.977,0.941,0.0,0.0,0.845,0.977,0.971,0.953,0.976,0.978,0.962,0.973,0.977,0.0,0.978,0.906,0.0,0.0,0.0,0.976,0.0,0.0,0.976,0.977,0.976,0.0,0.796,0.0,0.976,0.979,0.976,0.936,0.977,0.0,0.0,0.977,0.976,0.0,0.0,0.976,0.978,0.977,0.0,0.977,0.977,0.0,0.0,0.977,0.0,0.977,0.0,0.892,0.977,0.973,0.0,0.0,0.979,0.0,0.968,0.979,0.901,0.976,0.0,0.979,0.978,0.0,0.0,0.00,0.912,0.887
0.976,0.0,0.909,0.0,0.909,0.0,0.977,0.0,0.977,0.914,0.0,0.971,0.976,0.0,0.0,0.979,0.93,0.977,0.977,0.933,0.0,0.0,0.901,0.978,0.971,0.755,0.979,0.978,0.96,0.968,0.979,0.0,0.977,0.978,0.0,0.0,0.0,0.979,0.0,0.0,0.979,0.975,0.908,0.0,0.768,0.0,0.978,0.977,0.908,0.938,0.978,0.0,0.0,0.978,0.976,0.0,0.0,0.976,0.979,0.975,0.0,0.976,0.98,0.0,0.0,0.974,0.0,0.978,0.0,0.859,0.977,0.968,0.0,0.0,0.977,0.0,0.972,0.977,0.898,0.976,0.0,0.977,0.978,0.0,0.0,0.00,0.848,0.7
0.986,0.0,0.986,0.987,0.0,0.0,0.988,0.0,0.989,0.0,0.0,0.986,0.711,0.0,0.0,0.979,0.514,0.0,0.988,0.514,0.0,0.0,0.979,0.979,0.986,0.81,0.979,0.997,0.994,0.985,0.975,0.0,0.0,0.943,0.0,0.0,0.0,0.0,0.355,0.0,0.986,0.0,0.986,0.0,0.972,0.0,0.0,0.987,0.0,0.977,0.949,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.979,0.988,0.0,0.983,0.987,0.0,0.0,0.988,0.98,0.979,0.0,0.636,0.988,0.985,0.0,0.0,0.0,0.0,0.987,0.994,0.973,0.0,0.0,0.994,0.997,0.0,0.989,0.00,0.334,0.988
0.987,0.0,0.986,0.499,0.0,0.0,0.987,0.0,0.991,0.0,0.0,0.994,0.701,0.0,0.0,0.975,0.979,0.0,0.987,0.505,0.0,0.0,0.981,0.981,0.994,0.42,0.979,0.996,0.993,0.992,0.982,0.0,0.0,0.944,0.0,0.0,0.0,0.0,0.307,0.0,0.991,0.0,0.986,0.0,0.532,0.0,0.0,0.987,0.0,0.971,0.981,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.984,0.98,0.0,0.983,0.987,0.0,0.0,0.982,0.0,0.981,0.0,0.655,0.987,0.992,0.0,0.0,0.0,0.0,0.529,0.991,0.973,0.0,0.0,0.991,0.996,0.0,0.0,0.00,0.359,0.976
0.985,0.0,0.992,0.811,0.0,0.0,0.981,0.0,0.987,0.0,0.0,0.994,0.669,0.0,0.0,0.98,0.505,0.0,0.981,0.505,0.0,0.0,0.983,0.983,0.994,0.392,0.988,0.994,0.994,0.982,0.986,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.991,0.0,0.992,0.0,0.561,0.0,0.0,0.985,0.0,0.97,0.981,0.0,0.0,0.983,0.0,0.0,0.0,0.0,0.981,0.983,0.0,0.981,0.987,0.0,0.0,0.986,0.0,0.983,0.0,0.642,0.981,0.982,0.0,0.0,0.0,0.0,0.98,0.991,0.974,0.0,0.0,0.991,0.997,0.0,0.0,0.00,0.272,0.961
0.986,0.0,0.989,0.757,0.0,0.0,0.984,0.0,0.987,0.0,0.0,0.994,0.675,0.0,0.0,0.311,0.981,0.0,0.984,0.51,0.0,0.0,0.981,0.979,0.994,0.438,0.984,0.995,0.981,0.59,0.984,0.0,0.0,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.988,0.0,0.989,0.0,0.809,0.0,0.0,0.983,0.0,0.285,0.979,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.979,0.981,0.0,0.981,0.99,0.0,0.0,0.98,0.0,0.979,0.0,0.548,0.984,0.59,0.0,0.0,0.0,0.0,0.523,0.987,0.974,0.0,0.0,0.987,0.995,0.0,0.0,0.00,0.414,0.504
0.994,0.0,0.988,0.876,0.0,0.0,0.986,0.0,0.986,0.0,0.0,0.982,0.742,0.0,0.0,0.986,0.575,0.0,0.986,0.575,0.0,0.0,0.979,0.983,0.987,0.833,0.986,0.99,0.984,0.947,0.888,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.0,0.988,0.0,0.593,0.0,0.0,0.985,0.0,0.235,0.983,0.0,0.0,0.983,0.0,0.0,0.0,0.0,0.969,0.982,0.0,0.982,0.994,0.0,0.0,0.962,0.0,0.983,0.0,0.77,0.986,0.947,0.0,0.0,0.0,0.0,0.988,0.987,0.969,0.0,0.0,0.987,0.995,0.0,0.0,0.00,0.852,0.228
0.928,0.0,0.508,0.0,0.0,0.0,0.56,0.0,0.97,0.898,0.493,0.928,0.659,0.0,0.0,0.932,0.928,0.0,0.56,0.928,0.0,0.0,0.83,0.95,0.928,0.621,0.0,0.909,0.905,0.0,0.932,0.0,0.0,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.495,0.0,0.51,0.886,0.0,0.959,0.0,0.92,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.945,0.498,0.0,0.943,0.936,0.0,0.0,0.919,0.0,0.95,0.0,0.611,0.56,0.0,0.0,0.0,0.908,0.0,0.936,0.933,0.491,0.0,0.0,0.933,0.909,0.0,0.935,0.932,0.949,0.929
0.928,0.0,0.524,0.935,0.0,0.0,0.945,0.0,0.956,0.488,0.886,0.928,0.701,0.0,0.0,0.948,0.929,0.0,0.945,0.929,0.0,0.0,0.677,0.948,0.928,0.523,0.0,0.919,0.935,0.0,0.948,0.0,0.0,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.507,0.0,0.889,0.493,0.0,0.943,0.0,0.56,0.523,0.0,0.0,0.948,0.0,0.0,0.0,0.0,0.939,0.547,0.0,0.935,0.937,0.0,0.0,0.911,0.0,0.948,0.0,0.617,0.945,0.0,0.0,0.0,0.894,0.0,0.495,0.922,0.656,0.0,0.0,0.922,0.919,0.0,0.0,0.95,0.943,0.926
0.92,0.0,0.834,0.673,0.0,0.0,0.561,0.0,0.954,0.487,0.493,0.924,0.725,0.0,0.0,0.945,0.839,0.0,0.561,0.935,0.0,0.0,0.838,0.946,0.924,0.614,0.0,0.913,0.886,0.0,0.945,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.891,0.0,0.496,0.0,0.843,0.493,0.0,0.94,0.0,0.797,0.498,0.0,0.0,0.947,0.0,0.0,0.0,0.0,0.945,0.496,0.0,0.94,0.935,0.0,0.0,0.913,0.0,0.947,0.0,0.713,0.561,0.0,0.0,0.0,0.905,0.0,0.952,0.932,0.503,0.0,0.0,0.932,0.913,0.0,0.0,0.945,0.938,0.397
0.946,0.0,0.911,0.56,0.0,0.0,0.946,0.0,0.957,0.479,0.492,0.917,0.672,0.0,0.0,0.94,0.933,0.0,0.946,0.896,0.0,0.0,0.836,0.939,0.917,0.527,0.0,0.919,0.847,0.0,0.94,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.894,0.0,0.515,0.0,0.487,0.492,0.0,0.954,0.0,0.545,0.683,0.0,0.0,0.946,0.0,0.0,0.0,0.0,0.939,0.513,0.0,0.932,0.937,0.0,0.0,0.907,0.0,0.946,0.0,0.515,0.946,0.0,0.0,0.0,0.889,0.0,0.493,0.92,0.492,0.0,0.0,0.92,0.919,0.0,0.0,0.94,0.672,0.403
0.917,0.0,0.767,0.588,0.0,0.0,0.94,0.0,0.948,0.475,0.488,0.928,0.67,0.0,0.0,0.932,0.497,0.0,0.94,0.497,0.0,0.0,0.673,0.928,0.922,0.521,0.0,0.913,0.492,0.0,0.932,0.0,0.0,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.0,0.543,0.0,0.493,0.488,0.0,0.94,0.0,0.817,0.95,0.0,0.0,0.944,0.0,0.0,0.0,0.0,0.741,0.515,0.0,0.937,0.938,0.0,0.0,0.944,0.0,0.944,0.0,0.527,0.94,0.0,0.0,0.0,0.933,0.0,0.495,0.933,0.503,0.0,0.0,0.933,0.913,0.0,0.0,0.932,0.495,0.561
0.343,0.0,0.34,0.343,0.0,0.341,0.347,0.0,0.348,0.342,0.343,0.343,0.329,0.0,0.0,0.342,0.339,0.0,0.347,0.339,0.0,0.0,0.312,0.341,0.343,0.341,0.342,0.339,0.292,0.343,0.342,0.0,0.0,0.343,0.0,0.0,0.0,0.318,0.0,0.0,0.318,0.0,0.34,0.0,0.338,0.343,0.338,0.341,0.0,0.308,0.342,0.341,0.0,0.342,0.0,0.0,0.0,0.0,0.327,0.338,0.0,0.339,0.343,0.0,0.0,0.347,0.0,0.342,0.0,0.341,0.347,0.343,0.0,0.0,0.341,0.0,0.344,0.337,0.293,0.0,0.0,0.337,0.343,0.0,0.342,0.0,0.299,0.335
0.342,0.0,0.344,0.417,0.0,0.344,0.35,0.0,0.349,0.344,0.344,0.342,0.331,0.0,0.0,0.342,0.34,0.0,0.35,0.34,0.0,0.0,0.321,0.339,0.342,0.322,0.339,0.337,0.294,0.341,0.342,0.0,0.0,0.324,0.0,0.0,0.0,0.341,0.0,0.0,0.341,0.0,0.344,0.0,0.799,0.344,0.338,0.337,0.0,0.222,0.342,0.344,0.0,0.342,0.0,0.0,0.0,0.0,0.333,0.338,0.0,0.337,0.34,0.0,0.0,0.337,0.0,0.342,0.0,0.334,0.35,0.341,0.0,0.0,0.342,0.0,0.346,0.339,0.323,0.0,0.0,0.339,0.342,0.0,0.0,0.0,0.296,0.267
0.342,0.0,0.339,0.207,0.0,0.215,0.344,0.0,0.349,0.338,0.339,0.342,0.328,0.0,0.0,0.339,0.339,0.0,0.344,0.343,0.0,0.0,0.314,0.339,0.342,0.333,0.342,0.337,0.289,0.343,0.339,0.0,0.0,0.34,0.0,0.0,0.0,0.345,0.0,0.0,0.345,0.0,0.339,0.0,0.319,0.339,0.34,0.339,0.0,0.323,0.358,0.215,0.0,0.339,0.0,0.0,0.0,0.0,0.339,0.34,0.0,0.336,0.343,0.0,0.0,0.345,0.0,0.339,0.0,0.328,0.344,0.343,0.0,0.0,0.345,0.0,0.34,0.344,0.345,0.0,0.0,0.344,0.341,0.0,0.0,0.0,0.29,0.276
0.337,0.0,0.342,0.301,0.0,0.224,0.342,0.0,0.346,0.338,0.339,0.342,0.327,0.0,0.0,0.341,0.34,0.0,0.342,0.339,0.0,0.0,0.321,0.343,0.342,0.318,0.341,0.337,0.29,0.34,0.341,0.0,0.0,0.332,0.0,0.0,0.0,0.342,0.0,0.0,0.342,0.0,0.342,0.0,0.342,0.339,0.341,0.344,0.0,0.231,0.48,0.224,0.0,0.341,0.0,0.0,0.0,0.0,0.343,0.341,0.0,0.335,0.34,0.0,0.0,0.337,0.0,0.341,0.0,0.344,0.342,0.34,0.0,0.0,0.344,0.0,0.339,0.34,0.345,0.0,0.0,0.34,0.343,0.0,0.0,0.0,0.297,0.277
0.341,0.0,0.342,0.205,0.0,0.272,0.344,0.0,0.398,0.34,0.34,0.343,0.331,0.0,0.0,0.342,0.343,0.0,0.344,0.344,0.0,0.0,0.312,0.343,0.34,0.165,0.342,0.336,0.212,0.339,0.342,0.0,0.0,0.342,0.0,0.0,0.0,0.344,0.0,0.0,0.344,0.0,0.342,0.0,0.33,0.34,0.314,0.338,0.0,0.302,0.321,0.272,0.0,0.342,0.0,0.0,0.0,0.0,0.337,0.314,0.0,0.336,0.337,0.0,0.0,0.338,0.0,0.342,0.0,0.331,0.344,0.339,0.0,0.0,0.346,0.0,0.338,0.334,0.329,0.0,0.0,0.334,0.343,0.0,0.0,0.0,0.313,0.424
